,,,,PRODUCTOS QUE COMERCIALIZA,,,,
NO. ES,UBICACION,COLONIA,CP,MAGNA,PREMIUM,DIESEL,DME,
E02274,AVENIDA MARIANO JIMENEZ ESQ. AVENIDA SANTOS DEGOLLADO S/N,FRACCIONAMIENTO. ALAMITOS,78280,S,S,N,N,
E02275,CALZADA DE GUADALUPE N 1195,SAN JUAN DE GUADALUPE,78350,S,S,N,N,
E02276,PROL MU#OZ N 401,FRACCIONAMIENTOIONAMIENTO MU#OZ,78160,S,S,N,N,
E02277,SCOP NO. 805,BUROCRATA,78270,S,S,N,N,
E02278,AVENIDA BENITO JUAREZ NO. 57,MAYAMIL,78070,S,S,S,N,
E02280,AVENIDA 20 DE NOVIEMBRE N 1825,BARRIO DE TLAXCALA,78030,S,S,S,N,
E02281,KM 0.7 SAN LUIS POTOSI-GUADALAJARA,LAS LOMAS,78210,S,S,N,N,
E02303,CARRETERA A ZACATECAS KM 10-450,Sin Colonia,78116,S,S,S,N,
E02732,FRAY DIEGO DE LA MAGDALENA NO. 150,BARRIO DE SANTIAGO,78049,S,S,S,N,
E02888,CARRETERA CENTRAL KM.420,ZONA INDUSTRIAL,78399,S,S,S,N,
E03305,MANUEL JOSE OTHON NO. 485,CENTRO,78000,S,S,S,N,
E03469,AVENIDA ANILLO PERIFERICO N 136,FRAC ESTRELLA DE ORIENTE,78090,S,S,S,N,
E03885,AVENIDA JUAREZ N 1490,VILLA RICA,78350,S,S,S,N,
E04017,AVENIDA PEDRO MORENO N 909,SAN JUAN,78170,S,S,N,N,
E04066,LIBRAMIENTO ORIENTE KM. 11.364,,,S,S,S,N,
E04116,AVENIDA CORDILLERA DE LOS ALPES NO. 1000,FRACCIONAMIENTO. VILLAS DEL PEDREGAL,78218,S,S,S,N,
E04125,PERIFERICO SUR S/N,,,S,S,S,N,
E04482,AVENIDA MORALES SAUCITO NO. 1800,FRACCIONAMIENTO. MEZQUITAL,78130,S,S,N,N,
E04955,AVENIDA MU#OZ NO. 205,VILLA CAMPESTRE,78190,S,S,N,N,
E04963,PERIFERICO PONIENTE N 150,LA LOMA,78110,S,S,S,N,
E05059,AVENIDA NEREO RODRIGUEZ BARRAGAN N 450,DEL VALLE,78200,S,S,N,N,
E05121,AVENIDA SALVADOR NAVA N 1632,MERCADO,78360,S,S,N,N,
E05172,AVENIDA INDUSTRIAS N 490-A,FRACCIONAMIENTO VALLE DORADO,78390,S,S,S,N,
E05189,CALLE EMILIANO ZAPATA SALAZAR N 115,LA LIBERTAD,78394,S,S,S,N,
E05190,LIBRAMIENTO OTE N 2055,JUAN SARABIA,78398,S,S,S,N,
E05191,CALLE RUTILO TORRES N 805,ESMERALDA,78390,S,S,S,N,
E05682,PERIFERICO NORTE KM 56 # 1351 Y 1355,SAUZALITO,78116,S,S,S,N,
E05684,PERIFERICO SUR KM. 10,EL AGUAJE,78000,S,S,S,N,
E05740,GOLFO DE MEXICO N. 112,FRACCIONAMIENTO. SANTA FE,78070,S,S,N,N,
E05952,ABARROTES NO.210,ABASTOS,78280,S,S,S,N,
E06056,AVENIDA INDUSTRIAS ESQUINA EJE 100 S/N,ZONA INDUSTRIAL,78395,S,S,S,N,
E06109,AVENIDA SALVADOR NAVA NUM. 405,FRACCIONAMIENTOIONAMIENTO CENTRAL,78399,S,S,N,N,
E06247,CAPITAN CALDERA NO. 10,BARRIO DE TEQUISQUIAPAN,78220,S,S,N,N,
E06400,AVENIDA SALK No.113,LAS PILITAS,78370,S,S,N,N,
E06421,ANILLO PERIFERICO ORIENTE KM. 19+700,SOLEDAD DE GRACIANO SANCHEZ,78430,S,S,S,N,
E06609,HIMNO NACIONAL NO. 2187,TUNA MANSA,78269,S,S,N,N,
E06618,CARRETERA 57 KM.197+595 TRAMO QUERETARO-SAN LUIS S/N,INDUSTRIAS,78395,S,S,S,N,
E06678,CARRETERA FED. 57 SAN LUIS POTOSI-MATEHUALA KM 53+900,,,S,S,S,N,
E06679,CARRETERA 57 KM 185 ESQ. ACCESO DELG. LA PILA,,,S,S,S,N,
E06718,PERIFERICO ORIENTE NO. 741,LA LOMA DE SANTIAGO DEL RIO,78129,S,S,S,N,
E06772,JUAN DE DIOS PEZA NO. 600,SAN JUAN DE GUADALUPE,78350,S,S,N,N,
E06853,PERIFERICO NORTE NO. 925,LOS SALAZARES,78117,S,S,S,N,
E06867,MANUEL JOSE CLOUTHIER NO. 309,COLINAS DEL PARQUE,78294,S,S,N,N,
E06945,AVENIDA HIMNO NACIONAL 545,CENTRO,78269,S,S,N,N,
E07033,FRAY DIEGO DE LA MAGDALENA NO. 159,SANTIAGO DEL RIO,78049,S,S,N,N,
E07159,MOCTEZUMA # 1090,BARRIO DE TLAXCALA,78299,S,S,S,N,
E07222,HIMNO NACIONAL No. 4265,HIMNO NACIONAL,78340,S,S,N,N,
E07440,AVENIDA DR. SALVADOR NAVA MARTINEZ 3200,CUITLAHUAC,78270,S,S,N,N,
E07694,CAPITAN MANUEL PALAU S/N,Sin Colonia,78400,S,N,S,N,
E07918,AVENIDA CHAPULTEPEC NO. 1090,FRACCIONAMIENTO. COLINAS DEL PARQUE,78299,S,S,N,N,
E07993,BOULERVARD ANTONIO ROCHA CORDERO 720,LAS HACIENDAS,78218,S,S,N,N,
E08073,EUGENIO GARZA SADA NO. 101,PLAZA LOMAS,78218,S,S,N,N,
E08090,REFORMA N0. 1153,CENTRO,78000,S,S,N,N,
E08283,CARRETERA FEDERAL 57 KM 181+700 # 14500,,,S,S,S,N,
E08379,HIMNO NACIONAL NUM. 1901,TANGAMANGA,78269,S,S,N,N,
E08580,SIMON DIAZ ESQ. MIGUEL VALLADARES S/N,RINCONADA DE LOS OLIVOS,78389,S,S,N,N,
E10231,AVENIDA BENITO JUAREZ NO. 1975,FRACCIONAMIENTO. RESIDENCIAL LAS CUMBRES,78343,S,S,S,N,
E10254,BOULEVARD MANUEL GOMEZ MORIN NO. 5105,FRACCIONAMIENTOION MILPILLAS,78410,S,S,S,N,
E10490,AVENIDA MORALES SAUCITO NUM. 2425,FRACCIONAMIENTOION DE LA LOMA,78147,S,S,S,N,
E10551,DALIAS NO. 1100,FRACCIONAMIENTO. JARDINES DEL SUR,78399,S,S,N,N,
E11090,CARRETERA SAN LUIS POTOSI - ZACATECAS 1255,,,S,S,S,N,
E11106,SIRCONO # 1090,FRACCIONAMIENTO. VALLE DORADA,78399,S,S,N,N,
E11433,CALZADA DE GUADALUPE # 4500,SATELITE,78380,S,S,S,N,
E12132,BOULEVARD MANUEL GOMEZ MORIN # 1396,FRACCIONAMIENTOIONAMIENTO GRANJAS DE ESTRELLA,78395,S,S,S,N,
E12267,AVENIDA BENITO JUAREZ # 3935,GRANJAS LAS MERCEDES,78421,S,S,S,N,
E12364,REY CARLO MAGNO # 872,REYITOS,78170,S,S,N,N,
E12701,CARRETERA SAN LUIS-RIO VERDE # 1710 KM 8.60,,,S,S,S,N,
J01066,AVENIDA JOSE G. LOPEZ VELARDE A CARRETERA CENTRAL KM 2,SANTA FE SUR,78070,N,N,S,N,
J01083,CALLE GUADALUPE TORRES VELARDE N 200,EL PASEO,78320,N,N,S,N,
J01239,CARRETERA CENTRAL KM. 2.5 S/N,PROVIDENCIA,78390,N,N,S,N,
J01299,AVENIDA DALIAS NUM. 1160,FRACCIONAMIENTO. JARDINES DEL SUR,78399,N,N,S,N,
J01334,ANILLO PERIFERICO NORTE KM. 30+950,FRACCIONAMIENTOIONAMIENTO ANGOSTURA,78117,N,N,S,N,
J01349,CARRETERA 57 MEXICO-PIEDRAS NEGRAS KM. 185,SOBRE CAMINO A DELEGACION LA PILA,.,N,N,S,N,
J01391,ANILLO PERIFERICO Y ANTIGUO CAMINO A PINOS KM. 36,FRACCIONAMIENTO. EL MEZQUITAL,78116,N,N,S,N,
J01438,CARRETERA A LA PILA  S/N,.,78380,N,N,S,N,
E09689,JUSTO SIERRA NO. 26,BARRIO LOS CUES,79950,S,S,S,N,
E03151,"CARRETERA A XOLOL ""Y""AL HIGO KM 37",FLORIDA,79820,S,N,S,N,
E02937,"KM-377-740 CARRETERA MEXICO, PIEDRAS NEGRAS",,,S,S,S,N,
E04876,ILLESCALLE (TERRACERIA) KM ,SANTO DOMINGO,78640,S,N,S,N,
E07529,CARRETERA A SANTA MATILDE KM. 40,,,S,N,S,N,
E02263,CARRETERA SAN LUIS-RIOVERDE KM. 1,UNIDAD PONCIANO ARRIAGA,78437,S,S,S,N,
E02279,KM 426.0 CARR CENTRAL,INDUSTRIAL MEXICANA,78300,S,S,S,N,
E02304,KM 429.0 CARR CENTRAL,CENTRO,78430,S,S,S,N,
E03542,CARRETERA A METEHUALA K.7.390,,,S,S,S,N,
E03746,CARRETERA RIOVERDE KM. 257+900 S/N,Sin Colonia,78438,S,S,S,N,
E04968,CARRETERA S.L.P-RIO VERDE Y PERIFERICO ORIENTE,SAN PEDRO,78438,S,S,S,N,
E06270,CARRETERA SAN LUIS POTOSI-TORREON KM. 5.447,SAN ANGEL 3A. SECCION,78129,S,S,N,N,
E06436,CARRETERA SAN LUIS-MATEHUALA KM. 1.5,FRACCIONAMIENTO. LAS PALMAS,78435,S,S,S,N,
E06668,ANTIGUA CARRETERA SAN LUIS-SOLEDAD KM. 5 S/N,SAN FELIPE,78430,S,S,N,N,
E07004,ARTICULO 123 NO. 100,EL POLVORIN,78300,S,S,S,N,
E07742,KM. 4+500 CARRETERA FEDERAL 57 SLP-MEX,S/C,78000,S,S,S,N,
E07960,CARRETERA SAN LUIS POTOSI-MATEHUALA KM 9,,,S,S,S,N,
E08014,FRANCISCO I MADERO NO. 118,FRACCIONAMIENTO. W,78437,S,S,N,N,
E08219,AVENIDA SAN PEDRO NO. 1601,SAN FRANCISCO,78430,S,S,S,N,
E08602,CARRETERA FEDERAL NO. 70 TRAMO SLP-RIOVERDE KM 6,QUINTAS DE LA HACIENDA 3A SECCION,78437,S,S,N,N,
E09448,ANILLO PERIFERICO NORTE KM. 25.5 S/N,EJIDO MILPILLAS,78000,S,S,S,N,
E09472,VALENTIN AMADOR NUMERO 500,EL MORRO,78434,S,S,S,N,
E09629,MELCHOR OCAMPO NO. 505,CENTRO,78430,S,S,S,N,
E10241,ACCESO NORTE LOTE 3,FRACCIONAMIENTO. SAN ANTONIO,78433,S,S,N,N,
E11340,CARR FEDERAL 57 TRAMO S L P-MATEHUALA KM 28.50 MARGEN IZQUIERDO,,,S,S,S,N,
E11881,CARRETERA SAN LUIS POTOSI-RIOVERDE # 2252 ESQ.CALLE DESMON,FRACCIONAMIENTOION LOS GOMEZ,78328,S,S,S,N,
E12057,CARRETERA RIO VERDE # 2204,FRACCIONAMIENTOIONAMIENTO LOS GOMEZ,78438,S,S,S,N,
E12365,ANILLO PERIFERICO KM. 20+100 # 5780,FRACCIONAMIENTO. RIVERA,78430,S,S,S,N,
E12662,AVENIDA SAN PEDRO S/N,SAN FRANCISCO,78435,S,S,S,N,
J01413,CARR FED 57 SLP-MATEHUALA KM. 28+500,FRACCIONAMIENTO.SAN ANTONIO DE LA LAGUNA SECA,78466,N,N,S,N,
E07713,CARRETERA AGUA BUENA-TAMBACALLE KM. 12 S/N,,,S,S,S,N,
E09575,CAMINO VECINAL A TAMASOPO - AGUA BUENA KM. 9+430,S/C,78710,S,S,S,N,
E01276,CARRETERA MEXICO-LAREDO KM 366.5,HUERTA ACONTLA,79960,S,S,S,N,
E01277,CARRETERA MEXICO-LAREDO KM 360.5,BARRIO SAN RAFAEL,79960,S,S,S,N,
E03215,CARRTEREA MEXICO LAREDO KM 376,,,S,S,S,N,
E06348,CARRETERA A ORIZATLAN HIDALGO KM 2.7,,,S,S,S,N,
E09369,BOULEVARD 20 DE NOVIEMBRE NO. 509-2,BO. SAN MIGUEL,79960,S,S,S,N,
E10126,PROLONGACION 20 DE NOVIEMBRE NO. 6,BARRIO DEL CARMEN,79960,S,S,S,N,
E03277,CARRETERA VALLES-TAMPICO KM. 31,HIDALGO,79200,S,S,S,N,
E06541,BENITO JUAREZ S/N,PUEBLO NUEVO,79200,S,S,S,N,
E06982,CARRETERA VALLES - TAMPICO KM 45+800,,,S,S,S,N,
E10393,CARRETERA NACIONAL VALLES- TAMPICO  KM 21+600,,,S,S,S,N,
E03010,CALLE FRANCISCO I MADERO N 40,CENTRO,79800,S,N,S,N,
E06347,CARRETERA NAL. (TRAMO CD. VALLES-TANCANHUITZ) KM 332,,,S,S,S,N,
E02923,CARRETERA XOLOL-TAMUIN NO.37,CENTRO,79840,S,N,S,N,
E08924,CARRANZA S/N,,,S,S,S,N,
E08063,KM. 7+200  CAMINO A TIERRA NUEVEA ,,,S,S,S,N,
E02805,CALLE FRANCISCO I MADRO # 135,CENTRO,78500,S,N,N,N,
E04476,CARRETERA VENADO-MOCTEZUMA KM. 0+150,Sin Colonia,78920,S,N,S,N,
E09983,PROLONGACION ZARAGOZA  ESQ. BUGAMBILIAS 300,,,S,N,S,N,
E03000,CARR VILLA DE ARISTA-MOCTEZUMA KM 1.2,,,S,N,S,N,
E07470,CARRETERA A MOCTEZUMA KM. 6,,,S,N,S,N,
E10244,CARRETERA VILLA DE ARRIAGA -TEPETATE KM. 48+440,,,S,S,S,N,
E03812,KM.135 CARRETERA 57 S.L.P.-MATEHUALA,,,S,S,S,N,
E05058,CARRETERA CENTRAL 57 KM 140 TRAMO S.L.P.-MATEHUALA,,,S,S,S,N,
E05175,CARRETERA CHARCAS + LA BONITA KM 149+500,.,78750,S,N,S,N,
E05436,CARRET.57 KM.135 TRAMO SAN LUIS POTOSI-MATEHUALA,,,S,S,S,N,
E10187,BENEMERITO DE LAS AMERICAS NO. 27 OTE.,.,78830,S,N,N,N,
E03928,CALLE HIDALGO S/N,EJIDO EL BARRIL,78660,S,N,S,N,
E07789,CARRETERA SALITRAL DE CARRERA - EL ZACATON  KM .00,,,S,S,S,N,
E04691,LIBRAMIENTO OTE No. 32,BARRIO DE MEXICO,79500,S,S,S,N,
E10255,CARRETERA SAN FELIPE ENT. CARRETERA QRO-SLP-KM. 151+700,,,S,S,S,N,
E12545,HIDALGO NO. 89,BARRIO DE CALVARIO,79500,S,S,S,N,
E02309,CARRETERA MEXICO-PIEDRAS NEGRAS KM.473-860,Sin Colonia,78960,S,N,S,N,
E04507,CARR.57 TRAMO SAN LUIS MATEHUALA KM.60+300 EJ.SAN,,,S,S,S,N,
E08595,CARRET.57 KM.64+400 TRAMO S.L.P.-MATEHUALA,,,S,S,S,N,
E03479,CARRETERA VILLA JUµREZ-CERRITOS KM. 11,Sin Colonia,74960,S,S,S,N,
E03699,CARRETERA XOLITLA-SAN JUAN DE RIO KM ,JARDIN,79902,S,S,S,N,
E05510,CARRETERA SAN LUIS-RIO VERDE KM 239+400 S/N,RANCHO SANTO DOMINGO,79540,S,S,S,N,
E08619,CAMINO VECINAL SAN LUIS -RIOVERDE KM. 5.5. No. 100,,,S,N,S,N,
E10812,CARRETERA FED. 57 QUERETARO - S. L. P. KM.177+071,,,S,S,S,N,
E01733,BOULERVARD MACARIO GAXIOLA 621 NTE.,FRACCIONAMIENTO EL PARQUE,81259,S,S,S,N,
E01734,AQUILES SERDAN Y V. GUERRERO 601 PTE.,CENTRO,81200,S,N,N,N,
E01735,G. LEYVA Y A. CANO S/N,CENTRO,81200,S,S,S,N,
E01736,INDEPENDENCIA NO.600 PTE.,CENTRO,81200,S,S,S,N,
E01737,BOULERVARD MACARIO GAXIOLA N 3250 NTE,,,S,S,S,N,
E01738,BOULERVARD ADOLFO LOPEZ MATEOS 1560 NTE.,FRACCIONAMIENTO LAS FUENTES,81223,S,S,S,N,
E01739,SANTOS DEGOLLADO NORTE SN,CENTRO,81200,S,S,S,N,
E01740,BOULERVARD ROSENDO G CASTRO N S/N,CENTRO,81200,S,S,S,N,
E01742,OLAS ALTAS NO. 14,CENTRO,81310,S,N,S,N,
E01753,ZARAGOZA Y J. SIERRA NO. 24,CENTRO,81330,S,N,S,N,
E01755,CARRETERA INTERNACIONAL KM 24,,,S,S,S,N,
E02540,CARRETERA MEXICO-NOGALES CRUCE LOS MOCHIS-SAN BLAS,Sin Colonia,81200,S,S,S,N,
E02541,BOULERVARD ROSENDO G. CASTRO OTE 502,BIENESTAR,81280,S,S,S,N,
E02931,CALLE 4A Y 5A MANZANA 74 S/N,CENTRO,81320,S,S,S,N,
E03183,INDEPENDENCIA Y BOULERVARD RIO DE LAS CA#AS,JARDINES DEL VALLE,81245,S,S,S,N,
E03715,PARQUE INDUSTRIAL FONDEPORT,PARQUE INDUSTRIAL FONDEPORT,81370,S,N,S,N,
E04124,AVENIDA GABRIEL LEYVA SUR 1300,INSURGENTES,81280,S,S,S,N,
E04226,BOULERVARD JIQUILPAN N 1699 PTE,FRACCIONAMIENTO LOS SAUCES,81200,S,S,S,N,
E04251,BLVD.MACARIO GAXIOLA SUR 881,ANTONIO TOLEDO CORRO,81285,S,S,S,N,
E04570,LOTE 1 MANZANA A PARQUE INDUSTRIAL PESQUERO,S/C,81370,S,N,N,S,
E04925,CARRETERA INT. CULIACAN-LOS MOCHIS KM 192+500,,,S,S,S,N,
E05094,AV.ALVARO OBREGON 1201 PTE.,JARDINES DEL SOL,81200,S,S,S,N,
E05875,BIENESTAR OTE. 784,BIENESTAR,81200,S,S,S,N,
E05905,CRT. LOS MOCHIS AHOME NTE. 4184,EJ. MEXICO,81233,S,S,S,N,
E05932,AVENIDA GABRIEL LEYVA NO. 825 SUR ESQ.MARCIAL ORDOQEZ,CENTRO,81200,S,S,N,N,
E06152,BOULERVARD ROSALES 991 NTE,COL. FATIMA,81220,S,S,N,N,
E06500,CARRETERA EL DORADO NO. 395 SUR,LOS CUARTOS,08450,S,S,S,N,
E06705,PROLONGACION BOULERVARD ANTONIO ROSALES 1649 SUR,MARGARITA,81270,S,S,S,N,
E06973,CARRETERA A LOS MOCHIS-EL COLORADO KM 30,,,S,N,S,N,
E07027,CARRETERA INTERNACIONAL KM 204 MAS 300 SN,,,S,S,S,N,
E07340,BOULERVARD ADOLFO LOPEZ MATEOS NO.3614 NTE.,MIGUEL HIDALGO,81210,S,S,S,N,
E07358,CARRETERA KM 11,,,S,N,S,N,
E07407,CARRETERA MEXICO-NOGALES KM 1621,,,S,S,S,N,
E07484,A. SERDAN NO. 500 PTE.,CENTRO,81200,S,S,N,N,
E07505,S. DEGOLLADO NO. 1799 SUR,ANAHUAC,81280,S,S,N,N,
E07646,AVENIDA FRANCISCO I. MADERO NO.584 PTE.,CENTRO,81200,S,S,N,N,
E07647,BOULERVARD ZACATECAS NO. 79 NTE.,FRACCIONAMIENTO. EL CHAMIZAL,81234,S,S,N,N,
E07651,HERIBERTO VALDEZ NO. 1275 PTE.,SCALLY,81240,S,S,N,N,
E07819,BOULERVARD ANTONIO ROSALES NO. 1890 NTE,JIQUILPAN,81220,S,S,N,N,
E07855,CARRETERA INTERNACIONAL NO 15 MEX-NOG KM 1.780 SN,,,S,S,S,N,
E07890,BOULERVARD CENTENARIO NO.2111 PTE.,FRACCIONAMIENTO. COLON,81230,S,S,S,N,
E07949,CARRETERA AL 20 DE NOVIEMBRE NO. 3005,EJIDO 20 DE NOVIEMBRE,81223,S,S,S,N,
E08025,BOULERVARD JOSEFA ORTIZ DE DOMINGUEZ ESQ. CARRETERA INT.,S/C,81320,S,S,S,N,
E08158,CARRETERA MOCHIS-AHOME KM 4.200 EJIDO LOS MOCHIS,,,S,S,S,N,
E08204,BOULERVARD MACARIO GAXIOLA #1010 NTE.,CENTRO,81200,S,S,N,N,
E08336,CARRETERA INTERNACIONAL KM. 40.800,,,S,S,S,N,
E08338,CARRETERA AL EJIDO 20 DE NOVIEMBRE NO. 1000 OTE.,EJ.JOSE MARIA MORELOS Y PAVON,81290,S,S,S,N,
E08353,CONSTITUCION Y OLAS ALTAS NO. 38,CENTRO,81315,S,S,S,N,
E08422,CARRETERA LOS MOCHIS-TOPOLOBAMPO NO. 4395 SUR,SIN COLONIA,81255,S,S,S,N,
E08603,BOULERVARD MACARIO GAXIOLA NO.1500 SUR.,FRACCIONAMIENTO. ALAMOS,81280,S,N,S,N,
E08937,BOULERVARD CENTENARIO NO. 660 ORIENTE,MORELOS,81290,S,S,N,N,
E09466,CARRETERA LOS MOCHIS TOPOLOBAMPO KM. 11.5,,,S,S,S,N,
E09529,CARRETERA LOS MOCHIS - AHOME KM. 16,,,S,N,S,N,
E09651,BOULERVARD MACARIO GAXIOLA SUR NO.197,TABACHINES 1,81216,S,S,N,N,
E09823,BOULERVARD CENTENARIO NO.1690,JARDINES DEL COUNTRY,81248,S,S,S,N,
E09883,ANGEL FLORES NO. 983 NTE.,CENTRO,81200,S,S,S,N,
E09892,CARRETERA LOS MOCHIS HIGUERA DE ZARAGOZA KM. 27 MA,,,S,N,S,N,
E09917,CARRETERA INTERNACIONAL KM. 19.5  NO. 15,,,S,S,S,N,
E10020,AVENIDA AGUSTINA RAMIREZ NO. 820 OTE.,MORELOS,81290,S,S,S,N,
E10262,BOULERVARD ZACATECAS NO. 1487,FRACCIONAMIENTO. SAN RAFAEL,81200,S,S,S,N,
E10426,CARRETERA INTERNACIONAL MEXICO NOGALES KM. 1621,,,S,S,S,N,
E10941,CARRETERA MOCHIS SAN BLAS- KM. 530,,,S,S,S,N,
E11040,PROLONGACION BENITO JUAREZ NO. 1000 NTE.,SD,81335,S,N,S,N,
E11285,BOULERVARD PEDRO ANAYA NO. 805 PONIENTE,EJIDO FRANCISCO VILLA,81278,S,S,S,N,
E11681,AVENIDA INDEPENDENCIA NUM. 1949,RUBEN JARAMILLO,81230,S,S,N,N,
E11738,BOULERVARD CENTENARIO NO. 3503 PTE,SINDICATURA CENTRAL,81233,S,S,S,N,
E11795,BOULERVARD ANTONIO ROSALES NO. 2550 NTE.,MIGUEL HIDALGO,81200,S,S,S,N,
E11810,BOULEVARD PEDRO ANAYA NUM.1655 PTE,FRACCIONAMIENTOIONAMIENTO ALAMOS COUNTRY,81271,S,S,S,N,
E11821,BOULERVARD R. G. CASTRO NO. 2239,EJIDO JIQUILPAN,81260,S,S,S,N,
E11831,BOULERVARD LAS HUERTAS NO. 715 PTE.,EJIDO 9 DE DICIEMBRE,81371,S,S,S,N,
E11953,AVENIDA INDEPENDENCIA 3100 PTE.,SINDICATURA CENTRAL,81250,S,S,S,N,
E11980,AVENIDA POSEIDON NO. 1715 PTE.,TEPECA,81229,S,S,S,N,
E12163,BOULERVARD ANTONIO ROSALES NO. 18 SUR,FRACCIONAMIENTO. JORDAN MADERO,81245,S,S,S,N,
E12187,BOULERVARD ALAMOS NO. 900 SUR,FRACCIONAMIENTO. ALAMOS I,81285,S,S,S,N,
E12254,BOULERVARD JUAN DE DIOS BATIZ NO. 346 PTE.,FRACCIONAMIENTO. JUAN COTA,81224,S,S,S,N,
E12270,BOULERVARD EJIDO CHIHUAHUITA NO. 117 SUR,FRACCIONAMIENTO. VILLA OWEN,81257,S,S,S,N,
E12330,IGNACIO ALLENDE 127 SUR,CENTRO,81200,S,S,S,N,
E12390,BOULERVARD SOLIDARIDAD NO. 4731 SUR,EJIDO RICARDO FLORES MAGON,81364,S,S,S,N,
E12503,BOULERVARD CENTENARIO 2550 PTE.,VICTORIA,81234,S,S,S,N,
E12566,BOULERVARD AGUSTINA RAMIREZ PTE. NO.1429,FRAC. SANTA CECILIA,81271,S,S,S,N,
E01318,CALLE 16 DE SEPTIEMBRE N S/N,NO TIENE,81600,S,S,S,N,
E02966,CARR 500 PREDIO LAS BOGAS,EJIDO EL GATO DE LARA,81660,S,N,S,N,
E03434,CALLE 300 NORTE,NO TIENE,81600,S,N,S,N,
E04618,KM. 109+738 AUTOPISTA CULIACAN-LOS MOCHIS,Sin Colonia,81610,S,S,S,N,
E06059,KM 110.5 TRAMO CULIACAN-LAS BRISAS,,,S,S,S,N,
E06983,PRINCIPAL COSTA AZUL S/N,POBLADO COSTA AZUL,81666,S,N,N,N,
E07251,CARRETERA 500 KM 47.5,,,S,S,S,N,
E07276,CARRETERA LA REFORMA-EL GATO DE LARA SALIDA NTE,,,S,N,S,N,
E07581,AVENIDA CONSTITUCION NO.36,S/C,81610,S,S,S,N,
E07962,AVENIDA CONSTITUCION NO. 90,S/D,81610,S,N,N,N,
E08012,CARRETERA 500 KM 500,,,N,N,N,N,
E11588,NARCISO MENDOZA NO. 85,CENTRO,81600,S,S,S,N,
E11853,CALLE 500 NO. 270 PTE.,,,S,S,S,N,
E04568,KM. 33.800 TRAMO PERICOS-BADIRAGUATO,Sin Colonia,80060,S,S,S,N,
E04763,KM. 1 CARRETERA BADIRAGUATO-PARRAL,Sin Colonia,80060,S,S,S,N,
E06534,SALIDA A BADIRAGUATO S/N,Sin Colonia,80500,S,S,S,N,
E07583,ACCESO AL POBLADO DE SURUTATO S/N,,,S,N,N,N,
E11240,CERRADA NO. 64,-,80500,S,S,S,N,
E01771,CARRETERA MAZATLAN - DURANGO KM. 44.5,CENTRO,82600,S,S,S,N,
E10072,SIERRA MOJADA NO. 75,SIERRA MOJADA,80070,S,S,S,N,
E01308,CL HEROICO COLEGIO MILITAR N 1820 SUR,5 DE MAYO,80330,S,S,S,N,
E01309,BOULERVARD FRANCISCO I MADERO N 650 ORIENTE,CENTRO,80000,S,S,N,N,
E01310,AVENIDA NICOLAS BRAVO N 166 SUR,ALMADA,80200,S,S,N,N,
E01311,AVENIDA NICOLAS BRAVO N 528 SUR,ALMADA,80200,S,S,S,N,
E01313,AVENIDA ALVARO OBREGON N 171 NORTE,GABRIEL LEYVA,80030,S,S,N,N,
E01314,CARRETERA A NAVOLATO KM 5,LOMAS DEL BOULEVARD,80160,S,S,S,N,
E01315,CALLE JOSE AGUILAR BARRAZA N 8,ALMADA,80200,S,S,N,N,
E01316,BOULERVARD FRANCISCO I MADERO N 505 ORIENTE,CENTRO,80000,S,S,N,N,
E01317,BOULERVARD EMILIANO ZAPATA N 876,ALMADA,80200,S,S,N,N,
E01320,AVENIDA SAN RAFAEL N 150 SUR,VERACRUZ,80430,S,S,S,N,
E01327,CARRETERA MEXICO-NOGALES KM.1430 NO.1430,,,S,S,S,N,
E02572,ANTONIO ROSALES,VILLA ADOLFO LOPEZ MATEOS,80491,S,N,S,N,
E02957,CARRETERA INTERNACIONAL # 42000 SUR,Sin Colonia,80440,S,S,S,N,
E03306,CARR.ELDORADO-CULIACAN KM.40,Sin Colonia,80450,S,N,S,N,
E03345,CARRETERA INTERNAC.EST.OBISPO SIND.EMILIANO ZAPATA,Sin Colonia,80484,S,S,S,N,
E03413,CARRETERA MEXICO-NOGALES NO 10111 ACERA PTE.,,,S,S,S,N,
E03430,BOULEVARD FRANCISCO I. MADERO OTE 2587,MIGUEL HIDALGO,80090,S,S,S,N,
E03675,CARRETERA INTERNACIONAL MEXICO-NOGALES NO. 10051 SUR,Sin Colonia,80430,S,S,S,N,
E03693,AUTOPISTA BENITO JUAREZ NO 9500,Sin Colonia,80130,S,S,S,N,
E04006,AUTOP.MAZATLAN-CULIACAN KM.179+800 SIND.DE C.RICA,Sin Colonia,80430,S,S,S,N,
E04037,BLVD DIEGO VALADEZ PTE 1320,DESARROLLO URBANO TRES RIOS,80027,S,S,N,N,
E04039,CL HEROICO COLEGIO MILITAR N 2900,21 DE MARZO,80280,S,S,S,N,
E04120,BOULERVARD PEDRO INFANTE CRUZ NO. 1885,DESARROLLO URBANO TRES RIOS,80020,S,S,N,N,
E04139,BOULERVARD UNIVERSITARIOS NO. 151 PTE.,TIERRA BLANCA,80030,S,S,S,N,
E04154,AVENIDA AZTLAN N 3066,INDUSTRIAL EL PALMITO,80160,S,S,N,N,
E04180,AVENIDA ALVARO OBREGON N 3742 NORTE,6 DE ENERO,80010,S,S,N,N,
E04183,AVENIDA EL DORADO N 544 NORTE,LAS QUINTAS,80060,S,S,N,N,
